Age,Gender,Department,JobRole,Education,MonthlyIncome,YearsAtCompany,JobSatisfaction,OverTime,DistanceFromHome,Attrition,Probability,Timestamp
40,Male,Finance,Analyst,4,46990,1,2,Yes,21,1,0.999088949,17-10-25
43,Male,R&D,Manager,3,54510,9,1,Yes,1,1,0.98201379,18-12-25
27,Female,HR,Engineer,1,56963,1,1,Yes,4,1,0.995929862,06-03-25
40,Male,R&D,Analyst,2,99832,9,1,No,15,1,0.880797078,11-11-25
43,Female,HR,Analyst,3,119575,3,2,No,25,1,0.92414182,11-10-25
22,Male,IT,Engineer,1,62051,6,1,No,9,1,0.880797078,13-06-25
40,Female,IT,Manager,1,97219,8,1,No,14,1,0.92414182,16-04-25
53,Male,Finance,Engineer,4,50981,15,2,No,17,1,0.880797078,26-11-25
48,Female,HR,Manager,2,98513,2,4,No,27,1,0.817574476,07-12-25
46,Female,HR,Engineer,4,114574,14,4,No,29,1,0.622459331,14-03-25
48,Female,R&D,Engineer,2,88498,16,3,No,25,1,0.622459331,10-02-25
41,Female,Finance,Engineer,1,113863,6,1,Yes,21,1,0.989013057,31-05-25
53,Male,Finance,Executive,4,74318,0,1,No,14,1,0.952574127,10-03-25
55,Female,R&D,Manager,4,30442,17,3,No,26,1,0.92414182,10-06-25
32,Male,R&D,Engineer,4,32625,15,3,No,10,1,0.880797078,04-12-25
59,Female,R&D,Executive,3,89906,3,3,No,13,1,0.622459331,23-06-25
24,Female,Sales,Engineer,2,20869,0,3,No,24,1,0.970687769,01-04-25
29,Male,IT,Manager,3,110605,9,1,Yes,9,1,0.98201379,17-04-25
46,Female,Sales,Executive,3,105947,0,2,No,5,1,0.970687769,17-05-25
39,Male,R&D,Analyst,4,105178,1,1,No,26,1,0.952574127,29-12-25
59,Male,HR,Analyst,2,69831,3,2,No,28,1,0.880797078,17-04-25
58,Female,Sales,Analyst,3,67195,17,2,Yes,22,1,0.989013057,19-05-25
34,Female,R&D,Manager,4,117493,6,1,Yes,11,1,0.989013057,06-11-25
45,Male,Sales,Engineer,4,51707,14,1,No,23,1,0.880797078,03-01-25
35,Male,R&D,Engineer,2,115985,0,2,Yes,6,1,0.993307149,07-12-25
50,Female,Finance,Executive,1,55529,17,3,Yes,3,1,0.92414182,19-04-25
41,Female,IT,Engineer,3,102722,3,1,No,1,1,0.92414182,15-07-25
33,Female,R&D,Manager,4,55098,9,3,Yes,25,1,0.92414182,04-10-25
45,Male,R&D,Engineer,1,115980,13,4,No,23,0,0.5,18-12-25
26,Male,IT,Manager,4,82061,9,1,Yes,10,1,0.98201379,10-11-25
37,Female,Sales,Analyst,1,43408,8,2,No,19,1,0.989013057,19-04-25
56,Female,Sales,Executive,3,86197,8,2,Yes,5,1,0.989013057,28-03-25
38,Male,IT,Manager,4,110063,2,2,Yes,25,1,0.993307149,02-08-25
30,Male,Finance,Engineer,1,113422,4,3,Yes,13,1,0.880797078,09-06-25
44,Female,R&D,Engineer,1,25520,7,1,No,2,1,0.989013057,14-05-25
39,Female,Sales,Executive,2,90293,0,2,Yes,17,1,0.995929862,06-05-25
53,Female,Sales,Analyst,2,61458,13,2,Yes,10,1,0.989013057,25-04-25
57,Female,HR,Engineer,2,66313,10,2,Yes,7,1,0.989013057,04-09-25
40,Male,IT,Manager,2,64942,7,3,Yes,29,1,0.880797078,17-05-25
54,Female,R&D,Analyst,2,56320,18,3,Yes,10,1,0.92414182,24-06-25
22,Female,R&D,Executive,1,111057,1,3,Yes,13,1,0.970687769,03-09-25
22,Male,Sales,Executive,2,89724,15,3,No,13,0,0.5,17-02-25
50,Male,Sales,Manager,3,104607,16,3,No,13,0,0.5,21-11-25
47,Male,Sales,Analyst,1,35810,6,2,No,17,1,0.98201379,13-04-25
22,Male,HR,Manager,1,56413,16,3,Yes,25,1,0.880797078,08-09-25
24,Female,IT,Analyst,3,56468,10,4,No,26,1,0.622459331,24-05-25
46,Female,Sales,Engineer,2,62056,0,1,No,25,1,0.970687769,27-03-25
37,Male,IT,Manager,1,96274,11,3,Yes,22,1,0.880797078,21-08-25
28,Female,Sales,Manager,2,31676,18,3,Yes,2,1,0.989013057,28-09-25
24,Male,R&D,Executive,3,89300,13,2,No,25,1,0.880797078,20-08-25
39,Male,Sales,Executive,3,71759,1,4,Yes,8,1,0.952574127,22-01-25
27,Male,Sales,Analyst,4,112910,7,4,No,15,0,0.5,08-08-25
39,Female,R&D,Manager,2,26476,12,2,Yes,15,1,0.998498818,20-01-25
50,Female,R&D,Analyst,3,111881,2,3,No,3,1,0.817574476,01-07-25
35,Male,Sales,Manager,4,65095,3,3,No,28,0,0.5,27-11-25
52,Female,R&D,Executive,3,28026,10,2,Yes,17,1,0.998498818,14-12-25
52,Female,R&D,Analyst,4,37889,14,4,No,25,1,0.92414182,16-05-25
30,Female,IT,Manager,2,54660,15,1,Yes,7,1,0.989013057,10-11-25
38,Female,HR,Analyst,3,83972,18,4,No,12,1,0.622459331,29-01-25
28,Female,R&D,Executive,4,55710,5,1,Yes,26,1,0.989013057,03-08-25
52,Male,Sales,Executive,3,101471,3,2,Yes,5,1,0.98201379,02-09-25
43,Female,Finance,Engineer,2,76233,11,2,Yes,29,1,0.989013057,26-09-25
32,Female,HR,Executive,2,71727,7,4,No,27,1,0.622459331,09-11-25
23,Female,HR,Executive,2,96509,11,2,Yes,12,1,0.989013057,26-07-25
37,Female,R&D,Manager,1,72953,1,2,No,12,1,0.970687769,12-12-25
44,Female,Finance,Executive,2,27485,16,4,No,6,1,0.92414182,27-08-25
24,Male,HR,Manager,2,32226,0,2,No,13,1,0.993307149,05-06-25
42,Male,R&D,Manager,2,85133,12,3,Yes,4,1,0.880797078,05-10-25
31,Male,R&D,Executive,3,119534,3,4,No,23,0,0.5,22-11-25
45,Female,Sales,Analyst,4,69145,4,4,No,12,1,0.622459331,10-06-25
49,Female,HR,Manager,4,110880,4,3,Yes,22,1,0.92414182,11-03-25
42,Female,IT,Manager,4,101570,14,1,No,28,1,0.92414182,30-04-25
27,Male,HR,Analyst,1,22103,13,3,Yes,24,1,0.98201379,20-08-25
50,Male,Sales,Engineer,3,32391,12,2,Yes,18,1,0.997527377,15-09-25
29,Female,IT,Manager,3,70357,5,4,No,27,1,0.622459331,03-10-25
33,Female,IT,Analyst,3,53724,9,3,Yes,13,1,0.92414182,13-12-25
56,Male,R&D,Manager,3,48302,15,1,No,13,1,0.98201379,18-10-25
32,Male,HR,Executive,3,90130,10,2,Yes,28,1,0.98201379,31-10-25
56,Female,Finance,Manager,2,52933,13,4,No,18,1,0.622459331,22-12-25
53,Male,HR,Executive,3,116462,10,2,Yes,3,1,0.98201379,03-01-25
37,Male,R&D,Engineer,1,118132,9,3,Yes,25,1,0.880797078,09-03-25
50,Male,IT,Analyst,3,28210,10,2,No,10,1,0.98201379,02-03-25
46,Female,R&D,Engineer,4,104178,10,2,No,2,1,0.92414182,02-07-25
49,Male,IT,Manager,1,88798,4,3,Yes,21,1,0.880797078,25-09-25
25,Male,Sales,Manager,2,25232,9,4,Yes,6,1,0.98201379,14-01-25
32,Female,HR,Executive,4,114090,17,3,No,23,1,0.622459331,01-07-25
39,Female,IT,Analyst,4,67574,10,1,No,12,1,0.92414182,13-05-25
44,Female,IT,Manager,1,20570,8,2,No,10,1,0.989013057,05-12-25
22,Female,IT,Engineer,4,92518,3,1,No,15,1,0.92414182,14-04-25
33,Female,IT,Manager,2,29941,17,3,No,17,1,0.92414182,03-04-25
35,Male,IT,Manager,2,64435,17,4,No,1,0,0.5,28-02-25
36,Male,R&D,Executive,4,54087,19,2,Yes,6,1,0.98201379,11-05-25
49,Female,HR,Engineer,4,77433,12,1,Yes,2,1,0.989013057,20-10-25
59,Male,Sales,Manager,2,73027,10,4,No,12,0,0.5,26-10-25
43,Female,Finance,Analyst,4,43559,7,2,Yes,17,1,0.998498818,08-05-25
41,Female,Sales,Analyst,4,59350,15,2,No,11,1,0.92414182,07-01-25
37,Female,R&D,Engineer,1,111066,14,4,No,16,1,0.622459331,04-06-25
44,Male,IT,Engineer,4,23327,8,3,Yes,19,1,0.98201379,31-07-25
58,Female,Finance,Engineer,2,102384,14,3,No,23,1,0.622459331,09-11-25
29,Male,Sales,Engineer,3,47230,13,4,No,28,1,0.880797078,19-08-25
33,Female,Sales,Analyst,1,55903,9,2,No,29,1,0.92414182,11-01-25
55,Female,Finance,Engineer,2,103014,11,2,No,2,1,0.92414182,08-09-25
41,Female,R&D,Executive,2,52101,9,4,No,20,1,0.622459331,28-09-25
58,Male,IT,Analyst,4,77124,7,4,Yes,8,1,0.880797078,24-08-25
44,Male,Finance,Manager,4,110221,7,1,No,24,1,0.880797078,01-03-25
31,Female,Sales,Analyst,3,35408,3,1,No,13,1,0.989013057,05-02-25
58,Female,HR,Manager,2,31349,3,3,No,18,1,0.92414182,15-06-25
45,Male,IT,Engineer,3,35735,1,3,No,23,1,0.952574127,11-01-25
49,Male,Finance,Engineer,2,30335,4,4,Yes,6,1,0.98201379,23-09-25
45,Female,R&D,Engineer,3,105103,16,1,Yes,23,1,0.989013057,11-08-25
52,Female,R&D,Executive,2,50134,9,1,Yes,24,1,0.989013057,14-08-25
30,Female,Sales,Engineer,2,90744,15,2,Yes,19,1,0.989013057,16-04-25
36,Female,IT,Analyst,3,78870,6,1,Yes,17,1,0.989013057,01-02-25
30,Male,R&D,Engineer,4,51379,17,1,No,16,1,0.880797078,20-07-25
33,Male,IT,Engineer,4,37618,6,1,No,3,1,0.98201379,17-02-25
39,Female,IT,Engineer,4,91094,6,4,Yes,27,1,0.92414182,11-12-25
53,Male,Finance,Manager,2,55303,12,1,Yes,17,1,0.98201379,17-08-25
27,Female,HR,Manager,3,33900,13,3,No,22,1,0.92414182,12-05-25
29,Male,R&D,Engineer,1,87231,5,3,No,6,0,0.5,30-04-25
49,Female,Sales,Manager,1,95485,2,4,Yes,3,1,0.970687769,25-08-25
55,Male,R&D,Manager,4,28597,5,4,No,23,1,0.880797078,13-03-25
27,Female,Finance,Engineer,2,111679,2,2,No,3,1,0.970687769,13-09-25
33,Female,HR,Analyst,1,29018,4,2,Yes,20,1,0.998498818,11-12-25
52,Female,Sales,Manager,2,96537,19,3,Yes,22,1,0.92414182,13-01-25
41,Male,Finance,Manager,4,112876,16,2,Yes,4,1,0.98201379,30-09-25
45,Male,R&D,Executive,2,91386,12,3,Yes,14,1,0.880797078,24-11-25
29,Male,Sales,Analyst,3,97273,14,3,Yes,13,1,0.880797078,17-08-25
49,Female,HR,Engineer,1,38108,15,3,Yes,2,1,0.989013057,03-09-25
39,Male,HR,Executive,3,94640,6,1,Yes,18,1,0.98201379,09-08-25
51,Male,Sales,Analyst,2,115402,15,3,No,17,0,0.5,26-04-25
36,Male,IT,Analyst,1,51923,9,4,No,21,0,0.5,29-06-25
51,Female,IT,Executive,1,87384,19,1,Yes,22,1,0.989013057,01-01-25
56,Male,Sales,Executive,3,33409,15,1,Yes,15,1,0.997527377,20-05-25
54,Male,R&D,Engineer,1,109037,7,4,No,27,0,0.5,09-07-25
33,Female,IT,Analyst,1,116362,7,2,Yes,19,1,0.989013057,19-05-25
52,Female,Finance,Manager,1,95476,7,3,Yes,24,1,0.92414182,08-12-25
59,Male,Finance,Engineer,1,45068,18,2,No,8,1,0.98201379,21-08-25
56,Male,Finance,Manager,3,112298,16,1,No,19,1,0.880797078,04-03-25
40,Male,HR,Engineer,3,30234,16,2,Yes,19,1,0.997527377,03-07-25
59,Female,Sales,Analyst,4,95301,4,3,Yes,20,1,0.92414182,09-03-25
43,Female,Finance,Manager,2,97475,12,4,Yes,26,1,0.92414182,15-10-25
38,Male,R&D,Analyst,1,119555,13,3,No,26,0,0.5,09-09-25
56,Female,R&D,Executive,2,109959,0,2,Yes,18,1,0.995929862,31-10-25
54,Male,R&D,Analyst,3,75755,7,4,No,16,0,0.5,17-05-25
37,Male,IT,Executive,4,23358,13,1,No,25,1,0.98201379,17-10-25
24,Male,R&D,Executive,2,113079,9,1,Yes,26,1,0.98201379,26-12-25
31,Male,Finance,Analyst,3,28002,4,3,No,26,1,0.880797078,10-10-25
37,Female,Finance,Manager,1,69422,2,4,Yes,9,1,0.970687769,30-06-25
47,Male,IT,Analyst,3,26305,17,4,No,12,1,0.880797078,12-05-25
44,Male,HR,Engineer,4,87766,15,1,Yes,22,1,0.98201379,30-03-25
23,Female,Sales,Engineer,2,40354,19,1,Yes,20,1,0.998498818,02-08-25
42,Female,IT,Analyst,2,54812,0,4,Yes,6,1,0.970687769,10-09-25
36,Male,Sales,Engineer,2,85785,13,4,No,15,0,0.5,29-10-25
46,Male,Finance,Manager,1,94711,4,2,Yes,17,1,0.98201379,29-12-25
44,Male,Sales,Manager,4,45105,2,2,Yes,8,1,0.999088949,31-05-25
24,Male,R&D,Analyst,4,76561,9,1,No,20,1,0.880797078,19-07-25
32,Female,R&D,Analyst,1,106207,4,2,Yes,13,1,0.989013057,30-06-25
58,Male,IT,Manager,4,40922,12,2,Yes,29,1,0.997527377,16-07-25
30,Female,IT,Manager,3,115745,0,4,Yes,28,1,0.970687769,03-11-25
51,Female,IT,Engineer,3,38395,11,4,No,7,1,0.92414182,31-03-25
34,Male,Finance,Engineer,3,116199,8,3,Yes,26,1,0.880797078,03-07-25
55,Female,IT,Analyst,3,59454,19,1,Yes,12,1,0.989013057,05-10-25
58,Male,IT,Executive,3,38816,0,1,No,10,1,0.993307149,01-07-25
42,Female,IT,Engineer,3,94960,5,3,Yes,13,1,0.92414182,27-07-25
29,Female,R&D,Engineer,2,105678,16,1,Yes,22,1,0.989013057,31-03-25
34,Male,HR,Engineer,1,98672,15,2,No,13,1,0.880797078,19-09-25
56,Female,R&D,Executive,2,62222,7,1,No,15,1,0.92414182,06-11-25
48,Female,Sales,Manager,1,95504,2,4,No,6,1,0.817574476,16-07-25
43,Male,Sales,Analyst,2,85942,1,2,No,15,1,0.952574127,05-01-25
47,Female,IT,Engineer,4,90021,5,3,Yes,18,1,0.92414182,26-05-25
25,Male,IT,Engineer,1,25368,13,2,No,13,1,0.98201379,13-02-25
36,Male,R&D,Analyst,3,73822,10,3,No,12,0,0.5,03-12-25
56,Female,IT,Analyst,3,38323,3,3,No,26,1,0.92414182,13-02-25
45,Male,Finance,Analyst,1,42908,16,3,Yes,11,1,0.98201379,19-02-25
22,Female,HR,Executive,3,57663,3,1,No,6,1,0.92414182,10-11-25
35,Male,IT,Executive,1,59791,14,3,No,4,0,0.5,23-10-25
37,Female,HR,Engineer,4,116143,3,1,No,26,1,0.92414182,11-10-25
53,Female,Sales,Manager,1,25313,2,2,Yes,8,1,0.999447221,07-10-25
36,Male,R&D,Engineer,3,79550,8,3,Yes,13,1,0.880797078,21-09-25
28,Male,IT,Engineer,4,78219,18,3,Yes,10,1,0.880797078,05-05-25
37,Male,IT,Analyst,3,39229,9,2,Yes,18,1,0.997527377,16-07-25
50,Female,Finance,Analyst,3,108635,1,3,No,13,1,0.817574476,31-05-25
26,Female,IT,Executive,2,77221,13,4,No,4,1,0.622459331,03-04-25
44,Male,IT,Executive,2,61247,9,2,No,15,1,0.880797078,06-04-25
30,Female,IT,Executive,1,29417,19,2,Yes,16,1,0.998498818,19-11-25
32,Female,IT,Executive,3,115632,3,3,No,4,1,0.622459331,03-12-25
40,Male,Finance,Executive,1,79807,5,3,Yes,22,1,0.880797078,12-07-25
41,Male,Sales,Manager,2,34191,10,1,Yes,27,1,0.997527377,03-01-25
30,Female,HR,Manager,4,22123,13,1,No,18,1,0.989013057,23-04-25
30,Male,Sales,Analyst,3,98537,18,1,No,15,1,0.880797078,10-03-25
44,Male,IT,Analyst,2,83768,1,1,No,24,1,0.952574127,25-01-25
31,Male,Sales,Analyst,2,105481,13,2,Yes,23,1,0.98201379,07-05-25
46,Male,IT,Analyst,2,97154,19,4,No,2,0,0.5,23-09-25
56,Female,Finance,Executive,3,70772,12,3,No,23,1,0.622459331,28-07-25
23,Female,R&D,Manager,4,67224,9,2,No,22,1,0.92414182,27-11-25
37,Female,Sales,Manager,1,75026,17,3,No,21,1,0.622459331,06-07-25
47,Female,Finance,Executive,4,67365,11,3,Yes,15,1,0.92414182,27-08-25
33,Female,Finance,Manager,4,62316,3,3,No,22,1,0.622459331,10-05-25
47,Male,Sales,Analyst,3,24686,7,3,No,15,1,0.880797078,04-03-25
33,Female,IT,Executive,1,48202,16,3,No,29,1,0.92414182,19-10-25
42,Female,Finance,Executive,4,58724,15,4,No,28,1,0.622459331,28-04-25
50,Female,Finance,Engineer,3,114283,4,2,No,23,1,0.92414182,27-09-25
31,Female,Finance,Analyst,3,72347,4,1,No,3,1,0.92414182,16-08-25
40,Male,IT,Executive,1,41097,4,3,Yes,23,1,0.98201379,12-10-25
41,Male,IT,Engineer,1,90469,3,2,No,22,1,0.880797078,12-08-25
37,Female,R&D,Manager,2,59876,3,2,No,13,1,0.92414182,02-10-25
44,Male,HR,Manager,2,84140,10,2,Yes,22,1,0.98201379,09-08-25
57,Female,Sales,Engineer,2,20691,19,3,No,4,1,0.92414182,25-11-25
40,Male,R&D,Executive,2,116837,19,3,Yes,15,1,0.880797078,28-05-25
30,Female,Sales,Engineer,4,61347,17,2,No,5,1,0.92414182,09-12-25
32,Female,Sales,Executive,1,118581,3,1,No,12,1,0.92414182,17-10-25
34,Female,Sales,Manager,2,59560,9,3,No,7,1,0.622459331,09-03-25
40,Female,HR,Manager,2,97986,18,3,Yes,21,1,0.92414182,15-10-25
23,Male,HR,Analyst,3,21161,1,2,Yes,28,1,0.999088949,30-09-25
53,Male,HR,Analyst,4,109389,6,1,No,11,1,0.880797078,29-03-25
22,Male,Finance,Engineer,3,53654,3,3,Yes,26,1,0.880797078,02-11-25
33,Female,R&D,Engineer,3,31984,0,3,No,28,1,0.970687769,17-11-25
49,Female,IT,Analyst,1,75913,6,2,No,10,1,0.92414182,07-10-25
25,Female,R&D,Analyst,4,30770,10,4,No,18,1,0.92414182,20-06-25
32,Male,HR,Executive,1,60130,11,3,Yes,10,1,0.880797078,10-10-25
23,Female,IT,Executive,1,49327,1,4,Yes,22,1,0.995929862,30-01-25
41,Female,R&D,Executive,2,82559,9,4,No,10,1,0.622459331,23-10-25
54,Male,Finance,Engineer,1,53783,8,2,Yes,10,1,0.98201379,30-10-25
58,Female,R&D,Analyst,2,117999,12,2,Yes,25,1,0.989013057,30-08-25
48,Male,Sales,Manager,1,114543,1,4,No,26,1,0.731058579,30-03-25
23,Female,IT,Analyst,4,25543,8,4,No,26,1,0.92414182,20-07-25
31,Female,HR,Executive,4,89345,15,4,No,7,1,0.622459331,01-03-25
23,Male,R&D,Engineer,1,101531,3,4,No,22,0,0.5,08-06-25
35,Male,IT,Engineer,2,27452,14,4,Yes,5,1,0.98201379,05-06-25
41,Female,R&D,Engineer,1,36663,9,2,No,14,1,0.989013057,23-12-25
39,Male,IT,Engineer,4,89517,1,4,Yes,26,1,0.952574127,28-11-25
43,Male,IT,Manager,4,25573,3,1,No,4,1,0.98201379,22-01-25
35,Male,IT,Manager,3,96623,3,4,Yes,25,1,0.880797078,06-04-25
54,Male,Sales,Engineer,1,48835,19,2,Yes,6,1,0.997527377,14-07-25
44,Female,IT,Executive,4,93580,15,3,No,5,1,0.622459331,29-05-25
35,Female,HR,Engineer,3,54782,13,2,Yes,12,1,0.989013057,03-12-25
44,Female,HR,Executive,2,104284,6,2,No,15,1,0.92414182,13-02-25
38,Female,Finance,Analyst,1,50005,14,4,Yes,2,1,0.92414182,18-09-25
48,Female,Finance,Executive,4,43382,7,4,No,27,1,0.92414182,25-07-25
36,Male,IT,Engineer,3,20864,2,1,No,28,1,0.993307149,24-03-25
44,Female,HR,Analyst,4,86471,12,3,No,20,1,0.622459331,18-10-25
26,Female,R&D,Engineer,1,68924,5,3,No,25,1,0.622459331,05-04-25
43,Female,Finance,Engineer,2,99788,4,4,No,27,1,0.622459331,30-03-25
29,Male,Finance,Analyst,3,45216,19,4,No,23,1,0.880797078,06-04-25
32,Male,R&D,Manager,3,24078,10,1,No,22,1,0.98201379,06-08-25
37,Male,Finance,Engineer,3,113715,13,3,Yes,1,1,0.880797078,27-02-25
22,Female,HR,Analyst,1,114913,19,2,No,8,1,0.92414182,29-01-25
54,Female,R&D,Manager,3,67291,2,1,No,27,1,0.970687769,30-12-25
33,Female,IT,Analyst,4,103564,19,1,No,7,1,0.92414182,17-09-25
40,Male,HR,Manager,2,27130,12,3,No,13,1,0.880797078,07-07-25
43,Female,HR,Engineer,4,63059,14,1,No,13,1,0.92414182,08-12-25
40,Female,R&D,Manager,4,22035,7,2,No,26,1,0.989013057,28-08-25
47,Male,Sales,Executive,3,118602,12,4,No,9,0,0.5,20-01-25
40,Female,IT,Engineer,4,83014,18,4,Yes,15,1,0.92414182,24-09-25
47,Male,Sales,Executive,2,101418,5,2,Yes,11,1,0.98201379,02-10-25
27,Female,IT,Executive,2,24837,16,2,No,28,1,0.989013057,06-03-25
56,Male,HR,Analyst,4,32615,19,2,Yes,15,1,0.997527377,20-09-25
32,Female,Sales,Engineer,3,80739,11,2,No,6,1,0.92414182,20-05-25
58,Male,IT,Engineer,2,53367,15,1,No,13,1,0.880797078,30-03-25
25,Male,Finance,Analyst,3,58367,16,3,No,14,0,0.5,02-05-25
32,Female,R&D,Executive,4,50133,8,3,No,13,1,0.622459331,06-10-25
49,Female,HR,Executive,3,116622,18,1,Yes,4,1,0.989013057,27-09-25
35,Female,Sales,Engineer,3,110909,16,3,Yes,16,1,0.92414182,26-08-25
51,Male,HR,Executive,4,55932,12,3,No,14,0,0.5,05-08-25
59,Male,Finance,Executive,2,115790,19,2,No,6,1,0.880797078,16-11-25
44,Female,HR,Manager,1,76809,6,2,No,17,1,0.92414182,29-07-25
31,Female,Finance,Engineer,2,103384,6,4,No,29,1,0.622459331,02-11-25
59,Male,IT,Executive,3,65875,0,1,No,12,1,0.952574127,07-07-25
55,Female,R&D,Executive,4,111024,3,3,Yes,22,1,0.92414182,06-08-25
25,Male,HR,Executive,1,30310,17,1,Yes,29,1,0.997527377,18-10-25
29,Male,HR,Manager,1,102839,18,4,Yes,18,1,0.880797078,01-09-25
48,Female,Sales,Analyst,4,81816,17,4,Yes,28,1,0.92414182,16-01-25
56,Female,Sales,Analyst,3,36122,3,1,Yes,17,1,0.998498818,08-02-25
47,Male,R&D,Engineer,4,84550,8,4,No,22,0,0.5,22-07-25
23,Male,Sales,Engineer,4,91947,3,2,Yes,26,1,0.98201379,30-06-25
28,Female,Sales,Engineer,1,93984,12,2,Yes,6,1,0.989013057,13-02-25
29,Male,Finance,Manager,4,44594,4,2,Yes,5,1,0.997527377,30-01-25
54,Female,Finance,Analyst,2,76548,11,2,No,27,1,0.92414182,03-09-25
42,Female,IT,Executive,4,46140,0,3,No,21,1,0.970687769,28-09-25
23,Female,Sales,Manager,4,25606,11,2,Yes,18,1,0.998498818,16-09-25
28,Male,HR,Manager,3,68849,11,2,No,5,1,0.880797078,05-07-25
54,Female,Finance,Executive,4,118234,10,4,Yes,27,1,0.92414182,29-07-25
25,Female,HR,Analyst,1,49793,1,4,Yes,6,1,0.995929862,25-01-25
42,Female,IT,Executive,3,107902,13,3,No,28,1,0.622459331,12-08-25
49,Male,Finance,Engineer,3,62614,16,1,Yes,26,1,0.98201379,30-05-25
53,Female,R&D,Analyst,1,104694,4,2,No,21,1,0.92414182,26-11-25
36,Male,Sales,Engineer,3,20924,14,3,Yes,19,1,0.98201379,23-09-25
49,Female,Finance,Engineer,1,100846,2,2,Yes,12,1,0.995929862,21-04-25
59,Male,R&D,Executive,1,117628,18,3,No,8,0,0.5,08-01-25
41,Male,HR,Manager,3,107939,18,1,Yes,3,1,0.98201379,14-02-25
29,Female,R&D,Manager,3,31279,12,3,No,16,1,0.92414182,09-01-25
35,Male,HR,Analyst,1,85524,6,3,No,7,0,0.5,12-04-25
55,Male,IT,Analyst,1,64439,16,1,No,12,1,0.880797078,01-01-25
31,Female,HR,Engineer,3,70383,13,4,Yes,24,1,0.92414182,02-11-25
33,Female,IT,Analyst,1,113648,13,4,Yes,14,1,0.92414182,06-10-25
27,Male,IT,Engineer,3,46026,17,2,Yes,13,1,0.997527377,12-02-25
35,Female,R&D,Analyst,4,47281,18,4,No,27,1,0.92414182,09-06-25
30,Male,Finance,Executive,4,100863,19,4,Yes,1,1,0.880797078,09-03-25
55,Female,Sales,Engineer,4,99823,15,3,Yes,13,1,0.92414182,26-09-25
26,Male,Sales,Manager,1,65203,17,3,Yes,18,1,0.880797078,07-03-25
31,Male,HR,Executive,3,117649,14,3,Yes,12,1,0.880797078,24-04-25
32,Male,Finance,Engineer,3,114242,6,1,Yes,26,1,0.98201379,26-08-25
35,Female,IT,Manager,2,100428,11,4,Yes,9,1,0.92414182,12-07-25
43,Female,R&D,Manager,3,76759,18,2,No,12,1,0.92414182,08-08-25
49,Male,IT,Analyst,4,110810,0,3,Yes,28,1,0.952574127,29-06-25
58,Female,IT,Engineer,2,25730,1,3,No,3,1,0.970687769,17-06-25
37,Male,Finance,Manager,2,101533,15,4,No,16,0,0.5,22-06-25
29,Female,Sales,Manager,4,62422,7,1,No,25,1,0.92414182,06-03-25
27,Female,Sales,Executive,3,37010,10,3,Yes,23,1,0.989013057,18-12-25
51,Male,Finance,Engineer,1,20490,17,3,No,15,1,0.880797078,13-08-25
42,Female,Finance,Analyst,1,116870,12,4,Yes,18,1,0.92414182,29-03-25
28,Female,R&D,Analyst,2,66511,19,3,Yes,6,1,0.92414182,13-12-25
30,Male,Sales,Manager,1,54924,7,4,Yes,13,1,0.880797078,18-03-25
44,Female,R&D,Executive,4,67204,16,4,Yes,9,1,0.92414182,25-01-25
27,Male,Sales,Analyst,3,71448,5,2,No,13,1,0.880797078,16-03-25
35,Male,Sales,Analyst,2,49863,2,3,No,21,1,0.952574127,21-12-25
54,Male,HR,Engineer,4,91186,17,4,No,17,0,0.5,10-12-25
56,Male,HR,Analyst,2,42499,12,1,No,28,1,0.98201379,06-05-25
55,Female,IT,Analyst,1,50607,1,1,No,19,1,0.970687769,30-07-25
46,Female,IT,Manager,4,27349,18,1,Yes,1,1,0.998498818,11-02-25
40,Male,IT,Analyst,1,103791,11,4,No,23,0,0.5,03-02-25
